state,district,stage,sex,date,students
Selangor,Sabak Bernam,post_secondary,both,2020-01-01,504
Selangor,Sabak Bernam,post_secondary,both,2021-01-01,521
Selangor,Sabak Bernam,post_secondary,both,2022-01-01,443
Selangor,Sabak Bernam,post_secondary,female,2018-01-01,715
Selangor,Sabak Bernam,post_secondary,female,2019-01-01,642
Selangor,Sabak Bernam,post_secondary,female,2020-01-01,333
Selangor,Sabak Bernam,post_secondary,female,2021-01-01,346
Selangor,Sabak Bernam,post_secondary,female,2022-01-01,283
Selangor,Sabak Bernam,post_secondary,male,2018-01-01,362
Selangor,Sabak Bernam,post_secondary,male,2019-01-01,363
Selangor,Sabak Bernam,post_secondary,male,2020-01-01,171
Selangor,Sabak Bernam,post_secondary,male,2021-01-01,175
Selangor,Sabak Bernam,post_secondary,male,2022-01-01,160
Selangor,Sepang,primary,both,2017-01-01,23153
Selangor,Sepang,primary,both,2018-01-01,23978
Selangor,Sepang,primary,both,2019-01-01,25417
Selangor,Sepang,primary,both,2020-01-01,26534
Selangor,Sepang,primary,both,2021-01-01,28120
Selangor,Sepang,primary,both,2022-01-01,29637
Selangor,Sepang,primary,female,2017-01-01,11185
Selangor,Sepang,primary,female,2018-01-01,11561
Selangor,Sepang,primary,female,2019-01-01,12307
Selangor,Sepang,primary,female,2020-01-01,12902
Selangor,Sepang,primary,female,2021-01-01,13622
Selangor,Sepang,primary,female,2022-01-01,14387
Selangor,Sepang,primary,male,2017-01-01,11968
Selangor,Sepang,primary,male,2018-01-01,12417
Selangor,Sepang,primary,male,2019-01-01,13110
Selangor,Sepang,primary,male,2020-01-01,13632
Selangor,Sepang,primary,male,2021-01-01,14498
Selangor,Sepang,primary,male,2022-01-01,15250
Selangor,Sepang,secondary,both,2017-01-01,15752
Selangor,Sepang,secondary,both,2018-01-01,15220
Selangor,Sepang,secondary,both,2019-01-01,15597
Selangor,Sepang,secondary,both,2020-01-01,15848
Selangor,Sepang,secondary,both,2021-01-01,16698
Selangor,Sepang,secondary,both,2022-01-01,17517
Selangor,Sepang,secondary,female,2017-01-01,8461
Selangor,Sepang,secondary,female,2018-01-01,8087
Selangor,Sepang,secondary,female,2019-01-01,8269
Selangor,Sepang,secondary,female,2020-01-01,8303
Selangor,Sepang,secondary,female,2021-01-01,8735
Selangor,Sepang,secondary,female,2022-01-01,9111
Selangor,Sepang,secondary,male,2017-01-01,7291
Selangor,Sepang,secondary,male,2018-01-01,7133
Selangor,Sepang,secondary,male,2019-01-01,7328
Selangor,Sepang,secondary,male,2020-01-01,7545
Selangor,Sepang,secondary,male,2021-01-01,7963
Selangor,Sepang,secondary,male,2022-01-01,8406
Selangor,Sepang,post_secondary,both,2018-01-01,787
Selangor,Sepang,post_secondary,both,2019-01-01,767
Selangor,Sepang,post_secondary,both,2020-01-01,533
Selangor,Sepang,post_secondary,both,2021-01-01,538
Selangor,Sepang,post_secondary,both,2022-01-01,506
Selangor,Sepang,post_secondary,female,2018-01-01,449
Selangor,Sepang,post_secondary,female,2019-01-01,433
Selangor,Sepang,post_secondary,female,2020-01-01,266
Selangor,Sepang,post_secondary,female,2021-01-01,283
Selangor,Sepang,post_secondary,female,2022-01-01,239
Selangor,Sepang,post_secondary,male,2018-01-01,338
Selangor,Sepang,post_secondary,male,2019-01-01,334
Selangor,Sepang,post_secondary,male,2020-01-01,267
Selangor,Sepang,post_secondary,male,2021-01-01,255
Selangor,Sepang,post_secondary,male,2022-01-01,267
Selangor,Ulu Langat,primary,both,2017-01-01,94931
Selangor,Ulu Langat,primary,both,2018-01-01,96308
Selangor,Ulu Langat,primary,both,2019-01-01,98480
Selangor,Ulu Langat,primary,both,2020-01-01,100022
Selangor,Ulu Langat,primary,both,2021-01-01,102054
Selangor,Ulu Langat,primary,both,2022-01-01,103026
Selangor,Ulu Langat,primary,female,2017-01-01,46377
Selangor,Ulu Langat,primary,female,2018-01-01,47194
Selangor,Ulu Langat,primary,female,2019-01-01,48127
Selangor,Ulu Langat,primary,female,2020-01-01,48805
Selangor,Ulu Langat,primary,female,2021-01-01,49659
Selangor,Ulu Langat,primary,female,2022-01-01,50159
Selangor,Ulu Langat,primary,male,2017-01-01,48554
Selangor,Ulu Langat,primary,male,2018-01-01,49114
Selangor,Ulu Langat,primary,male,2019-01-01,50353
Selangor,Ulu Langat,primary,male,2020-01-01,51217
Selangor,Ulu Langat,primary,male,2021-01-01,52395
Selangor,Ulu Langat,primary,male,2022-01-01,52867
Selangor,Ulu Langat,secondary,both,2017-01-01,68371
Selangor,Ulu Langat,secondary,both,2018-01-01,64636
Selangor,Ulu Langat,secondary,both,2019-01-01,64917
Selangor,Ulu Langat,secondary,both,2020-01-01,65342
Selangor,Ulu Langat,secondary,both,2021-01-01,66442
Selangor,Ulu Langat,secondary,both,2022-01-01,67178
Selangor,Ulu Langat,secondary,female,2017-01-01,34613
Selangor,Ulu Langat,secondary,female,2018-01-01,32453
Selangor,Ulu Langat,secondary,female,2019-01-01,32463
Selangor,Ulu Langat,secondary,female,2020-01-01,32632
Selangor,Ulu Langat,secondary,female,2021-01-01,33079
Selangor,Ulu Langat,secondary,female,2022-01-01,33349
Selangor,Ulu Langat,secondary,male,2017-01-01,33758
Selangor,Ulu Langat,secondary,male,2018-01-01,32183
Selangor,Ulu Langat,secondary,male,2019-01-01,32454
Selangor,Ulu Langat,secondary,male,2020-01-01,32710
Selangor,Ulu Langat,secondary,male,2021-01-01,33363
Selangor,Ulu Langat,secondary,male,2022-01-01,33829
Selangor,Ulu Langat,post_secondary,both,2018-01-01,2056
Selangor,Ulu Langat,post_secondary,both,2019-01-01,2066
Selangor,Ulu Langat,post_secondary,both,2020-01-01,1052
Selangor,Ulu Langat,post_secondary,both,2021-01-01,1114
Selangor,Ulu Langat,post_secondary,both,2022-01-01,1119
Selangor,Ulu Langat,post_secondary,female,2018-01-01,1289
Selangor,Ulu Langat,post_secondary,female,2019-01-01,1269
Selangor,Ulu Langat,post_secondary,female,2020-01-01,611
Selangor,Ulu Langat,post_secondary,female,2021-01-01,643
Selangor,Ulu Langat,post_secondary,female,2022-01-01,601
Selangor,Ulu Langat,post_secondary,male,2018-01-01,767
Selangor,Ulu Langat,post_secondary,male,2019-01-01,797
Selangor,Ulu Langat,post_secondary,male,2020-01-01,441
Selangor,Ulu Langat,post_secondary,male,2021-01-01,471
Selangor,Ulu Langat,post_secondary,male,2022-01-01,518
Selangor,Ulu Selangor,primary,both,2017-01-01,23689
Selangor,Ulu Selangor,primary,both,2018-01-01,23853
Selangor,Ulu Selangor,primary,both,2019-01-01,24261
Selangor,Ulu Selangor,primary,both,2020-01-01,24520
Selangor,Ulu Selangor,primary,both,2021-01-01,24815
Selangor,Ulu Selangor,primary,both,2022-01-01,24754
Selangor,Ulu Selangor,primary,female,2017-01-01,11547
Selangor,Ulu Selangor,primary,female,2018-01-01,11565
Selangor,Ulu Selangor,primary,female,2019-01-01,11808
Selangor,Ulu Selangor,primary,female,2020-01-01,11951
Selangor,Ulu Selangor,primary,female,2021-01-01,12107
Selangor,Ulu Selangor,primary,female,2022-01-01,12065
Selangor,Ulu Selangor,primary,male,2017-01-01,12142
Selangor,Ulu Selangor,primary,male,2018-01-01,12288
Selangor,Ulu Selangor,primary,male,2019-01-01,12453
Selangor,Ulu Selangor,primary,male,2020-01-01,12569
Selangor,Ulu Selangor,primary,male,2021-01-01,12708
Selangor,Ulu Selangor,primary,male,2022-01-01,12689
Selangor,Ulu Selangor,secondary,both,2017-01-01,18296
Selangor,Ulu Selangor,secondary,both,2018-01-01,17119
Selangor,Ulu Selangor,secondary,both,2019-01-01,17080
Selangor,Ulu Selangor,secondary,both,2020-01-01,17056
Selangor,Ulu Selangor,secondary,both,2021-01-01,17243
Selangor,Ulu Selangor,secondary,both,2022-01-01,17562
Selangor,Ulu Selangor,secondary,female,2017-01-01,9317
Selangor,Ulu Selangor,secondary,female,2018-01-01,8545
Selangor,Ulu Selangor,secondary,female,2019-01-01,8444
Selangor,Ulu Selangor,secondary,female,2020-01-01,8485
Selangor,Ulu Selangor,secondary,female,2021-01-01,8535
Selangor,Ulu Selangor,secondary,female,2022-01-01,8717
Selangor,Ulu Selangor,secondary,male,2017-01-01,8979
Selangor,Ulu Selangor,secondary,male,2018-01-01,8574
Selangor,Ulu Selangor,secondary,male,2019-01-01,8636
Selangor,Ulu Selangor,secondary,male,2020-01-01,8571
Selangor,Ulu Selangor,secondary,male,2021-01-01,8708
Selangor,Ulu Selangor,secondary,male,2022-01-01,8845
Selangor,Ulu Selangor,post_secondary,both,2018-01-01,746
Selangor,Ulu Selangor,post_secondary,both,2019-01-01,742
Selangor,Ulu Selangor,post_secondary,both,2020-01-01,364
Selangor,Ulu Selangor,post_secondary,both,2021-01-01,302
Selangor,Ulu Selangor,post_secondary,both,2022-01-01,341
Selangor,Ulu Selangor,post_secondary,female,2018-01-01,520
Selangor,Ulu Selangor,post_secondary,female,2019-01-01,509
Selangor,Ulu Selangor,post_secondary,female,2020-01-01,238
Selangor,Ulu Selangor,post_secondary,female,2021-01-01,185
Selangor,Ulu Selangor,post_secondary,female,2022-01-01,223
Selangor,Ulu Selangor,post_secondary,male,2018-01-01,226
Selangor,Ulu Selangor,post_secondary,male,2019-01-01,233
Selangor,Ulu Selangor,post_secondary,male,2020-01-01,126
Selangor,Ulu Selangor,post_secondary,male,2021-01-01,117
Selangor,Ulu Selangor,post_secondary,male,2022-01-01,118
Terengganu,All Districts,primary,both,2017-01-01,124850
Terengganu,All Districts,primary,both,2018-01-01,126465
Terengganu,All Districts,primary,both,2019-01-01,128551
Terengganu,All Districts,primary,both,2020-01-01,130208
Terengganu,All Districts,primary,both,2021-01-01,132839
Terengganu,All Districts,primary,both,2022-01-01,134557
Terengganu,All Districts,primary,female,2017-01-01,61170
Terengganu,All Districts,primary,female,2018-01-01,61777
Terengganu,All Districts,primary,female,2019-01-01,62688
Terengganu,All Districts,primary,female,2020-01-01,63554
Terengganu,All Districts,primary,female,2021-01-01,64922
Terengganu,All Districts,primary,female,2022-01-01,65539
Terengganu,All Districts,primary,male,2017-01-01,63680
Terengganu,All Districts,primary,male,2018-01-01,64688
Terengganu,All Districts,primary,male,2019-01-01,65863
Terengganu,All Districts,primary,male,2020-01-01,66654
Terengganu,All Districts,primary,male,2021-01-01,67917
Terengganu,All Districts,primary,male,2022-01-01,69018
Terengganu,All Districts,secondary,both,2017-01-01,103381
Terengganu,All Districts,secondary,both,2018-01-01,93671
Terengganu,All Districts,secondary,both,2019-01-01,92354
Terengganu,All Districts,secondary,both,2020-01-01,91970
Terengganu,All Districts,secondary,both,2021-01-01,94978
Terengganu,All Districts,secondary,both,2022-01-01,97169
Terengganu,All Districts,secondary,female,2017-01-01,53140
Terengganu,All Districts,secondary,female,2018-01-01,47647
Terengganu,All Districts,secondary,female,2019-01-01,47140
Terengganu,All Districts,secondary,female,2020-01-01,46743
Terengganu,All Districts,secondary,female,2021-01-01,47810
Terengganu,All Districts,secondary,female,2022-01-01,48852
Terengganu,All Districts,secondary,male,2017-01-01,50241
Terengganu,All Districts,secondary,male,2018-01-01,46024
Terengganu,All Districts,secondary,male,2019-01-01,45214
Terengganu,All Districts,secondary,male,2020-01-01,45227
Terengganu,All Districts,secondary,male,2021-01-01,47168
Terengganu,All Districts,secondary,male,2022-01-01,48317
Terengganu,All Districts,post_secondary,both,2018-01-01,6695
Terengganu,All Districts,post_secondary,both,2019-01-01,6420
Terengganu,All Districts,post_secondary,both,2020-01-01,3445
Terengganu,All Districts,post_secondary,both,2021-01-01,3134
Terengganu,All Districts,post_secondary,both,2022-01-01,3405
Terengganu,All Districts,post_secondary,female,2018-01-01,4275
Terengganu,All Districts,post_secondary,female,2019-01-01,4213
Terengganu,All Districts,post_secondary,female,2020-01-01,2177
Terengganu,All Districts,post_secondary,female,2021-01-01,2013
Terengganu,All Districts,post_secondary,female,2022-01-01,1941
Terengganu,All Districts,post_secondary,male,2018-01-01,2420
Terengganu,All Districts,post_secondary,male,2019-01-01,2207
Terengganu,All Districts,post_secondary,male,2020-01-01,1268
Terengganu,All Districts,post_secondary,male,2021-01-01,1121
Terengganu,All Districts,post_secondary,male,2022-01-01,1464
Terengganu,Besut,primary,both,2017-01-01,19028
Terengganu,Besut,primary,both,2018-01-01,19071
Terengganu,Besut,primary,both,2019-01-01,19162
Terengganu,Besut,primary,both,2020-01-01,19077
Terengganu,Besut,primary,both,2021-01-01,19120
Terengganu,Besut,primary,both,2022-01-01,19181
Terengganu,Besut,primary,female,2017-01-01,9378
Terengganu,Besut,primary,female,2018-01-01,9269
Terengganu,Besut,primary,female,2019-01-01,9365
Terengganu,Besut,primary,female,2020-01-01,9315
Terengganu,Besut,primary,female,2021-01-01,9376
Terengganu,Besut,primary,female,2022-01-01,9329
Terengganu,Besut,primary,male,2017-01-01,9650
Terengganu,Besut,primary,male,2018-01-01,9802
Terengganu,Besut,primary,male,2019-01-01,9797
Terengganu,Besut,primary,male,2020-01-01,9762
Terengganu,Besut,primary,male,2021-01-01,9744
Terengganu,Besut,primary,male,2022-01-01,9852
Terengganu,Besut,secondary,both,2017-01-01,16323
Terengganu,Besut,secondary,both,2018-01-01,14312
Terengganu,Besut,secondary,both,2019-01-01,14021
Terengganu,Besut,secondary,both,2020-01-01,14025
Terengganu,Besut,secondary,both,2021-01-01,14453
Terengganu,Besut,secondary,both,2022-01-01,14753
Terengganu,Besut,secondary,female,2017-01-01,8507
Terengganu,Besut,secondary,female,2018-01-01,7404
Terengganu,Besut,secondary,female,2019-01-01,7291
Terengganu,Besut,secondary,female,2020-01-01,7296
Terengganu,Besut,secondary,female,2021-01-01,7332
Terengganu,Besut,secondary,female,2022-01-01,7448
Terengganu,Besut,secondary,male,2017-01-01,7816
Terengganu,Besut,secondary,male,2018-01-01,6908
Terengganu,Besut,secondary,male,2019-01-01,6730
Terengganu,Besut,secondary,male,2020-01-01,6729
Terengganu,Besut,secondary,male,2021-01-01,7121
Terengganu,Besut,secondary,male,2022-01-01,7305
Terengganu,Besut,post_secondary,both,2018-01-01,1487
Terengganu,Besut,post_secondary,both,2019-01-01,1457
Terengganu,Besut,post_secondary,both,2020-01-01,759
Terengganu,Besut,post_secondary,both,2021-01-01,701
Terengganu,Besut,post_secondary,both,2022-01-01,764
Terengganu,Besut,post_secondary,female,2018-01-01,916
Terengganu,Besut,post_secondary,female,2019-01-01,900
Terengganu,Besut,post_secondary,female,2020-01-01,430
Terengganu,Besut,post_secondary,female,2021-01-01,431
Terengganu,Besut,post_secondary,female,2022-01-01,428
Terengganu,Besut,post_secondary,male,2018-01-01,571
Terengganu,Besut,post_secondary,male,2019-01-01,557
Terengganu,Besut,post_secondary,male,2020-01-01,329
Terengganu,Besut,post_secondary,male,2021-01-01,270
Terengganu,Besut,post_secondary,male,2022-01-01,336
Terengganu,Dungun,primary,both,2017-01-01,16733
Terengganu,Dungun,primary,both,2018-01-01,17001
Terengganu,Dungun,primary,both,2019-01-01,17431
Terengganu,Dungun,primary,both,2020-01-01,17719
Terengganu,Dungun,primary,both,2021-01-01,18105
Terengganu,Dungun,primary,both,2022-01-01,18481
Terengganu,Dungun,primary,female,2017-01-01,8266
Terengganu,Dungun,primary,female,2018-01-01,8347
Terengganu,Dungun,primary,female,2019-01-01,8591
Terengganu,Dungun,primary,female,2020-01-01,8709
Terengganu,Dungun,primary,female,2021-01-01,8885
Terengganu,Dungun,primary,female,2022-01-01,9007
Terengganu,Dungun,primary,male,2017-01-01,8467
Terengganu,Dungun,primary,male,2018-01-01,8654
Terengganu,Dungun,primary,male,2019-01-01,8840
Terengganu,Dungun,primary,male,2020-01-01,9010
Terengganu,Dungun,primary,male,2021-01-01,9220
Terengganu,Dungun,primary,male,2022-01-01,9474
Terengganu,Dungun,secondary,both,2017-01-01,13830
Terengganu,Dungun,secondary,both,2018-01-01,12650
Terengganu,Dungun,secondary,both,2019-01-01,12549
Terengganu,Dungun,secondary,both,2020-01-01,12453
Terengganu,Dungun,secondary,both,2021-01-01,12766
Terengganu,Dungun,secondary,both,2022-01-01,13085
Terengganu,Dungun,secondary,female,2017-01-01,7268
Terengganu,Dungun,secondary,female,2018-01-01,6501
Terengganu,Dungun,secondary,female,2019-01-01,6360
Terengganu,Dungun,secondary,female,2020-01-01,6318
Terengganu,Dungun,secondary,female,2021-01-01,6517
Terengganu,Dungun,secondary,female,2022-01-01,6717
Terengganu,Dungun,secondary,male,2017-01-01,6562
Terengganu,Dungun,secondary,male,2018-01-01,6149
Terengganu,Dungun,secondary,male,2019-01-01,6189
Terengganu,Dungun,secondary,male,2020-01-01,6135
Terengganu,Dungun,secondary,male,2021-01-01,6249
Terengganu,Dungun,secondary,male,2022-01-01,6368
Terengganu,Dungun,post_secondary,both,2018-01-01,801
Terengganu,Dungun,post_secondary,both,2019-01-01,670
Terengganu,Dungun,post_secondary,both,2020-01-01,394
Terengganu,Dungun,post_secondary,both,2021-01-01,398
Terengganu,Dungun,post_secondary,both,2022-01-01,434
Terengganu,Dungun,post_secondary,female,2018-01-01,551
Terengganu,Dungun,post_secondary,female,2019-01-01,491
Terengganu,Dungun,post_secondary,female,2020-01-01,283
Terengganu,Dungun,post_secondary,female,2021-01-01,258
Terengganu,Dungun,post_secondary,female,2022-01-01,271
Terengganu,Dungun,post_secondary,male,2018-01-01,250
Terengganu,Dungun,post_secondary,male,2019-01-01,179
Terengganu,Dungun,post_secondary,male,2020-01-01,111
Terengganu,Dungun,post_secondary,male,2021-01-01,140
Terengganu,Dungun,post_secondary,male,2022-01-01,163
Terengganu,Hulu Terengganu,primary,both,2017-01-01,8423
Terengganu,Hulu Terengganu,primary,both,2018-01-01,8568
Terengganu,Hulu Terengganu,primary,both,2019-01-01,8667
Terengganu,Hulu Terengganu,primary,both,2020-01-01,8693
Terengganu,Hulu Terengganu,primary,both,2021-01-01,8740
Terengganu,Hulu Terengganu,primary,both,2022-01-01,8945
Terengganu,Hulu Terengganu,primary,female,2017-01-01,4030
Terengganu,Hulu Terengganu,primary,female,2018-01-01,4136
Terengganu,Hulu Terengganu,primary,female,2019-01-01,4159
Terengganu,Hulu Terengganu,primary,female,2020-01-01,4207
Terengganu,Hulu Terengganu,primary,female,2021-01-01,4227
Terengganu,Hulu Terengganu,primary,female,2022-01-01,4336
Terengganu,Hulu Terengganu,primary,male,2017-01-01,4393
Terengganu,Hulu Terengganu,primary,male,2018-01-01,4432
Terengganu,Hulu Terengganu,primary,male,2019-01-01,4508
Terengganu,Hulu Terengganu,primary,male,2020-01-01,4486
Terengganu,Hulu Terengganu,primary,male,2021-01-01,4513
Terengganu,Hulu Terengganu,primary,male,2022-01-01,4609
Terengganu,Hulu Terengganu,secondary,both,2017-01-01,7163
Terengganu,Hulu Terengganu,secondary,both,2018-01-01,6496
Terengganu,Hulu Terengganu,secondary,both,2019-01-01,6356
Terengganu,Hulu Terengganu,secondary,both,2020-01-01,6446
Terengganu,Hulu Terengganu,secondary,both,2021-01-01,6811
Terengganu,Hulu Terengganu,secondary,both,2022-01-01,7043
Terengganu,Hulu Terengganu,secondary,female,2017-01-01,3711
Terengganu,Hulu Terengganu,secondary,female,2018-01-01,3266
Terengganu,Hulu Terengganu,secondary,female,2019-01-01,3244
Terengganu,Hulu Terengganu,secondary,female,2020-01-01,3244
Terengganu,Hulu Terengganu,secondary,female,2021-01-01,3429
Terengganu,Hulu Terengganu,secondary,female,2022-01-01,3493
Terengganu,Hulu Terengganu,secondary,male,2017-01-01,3452
Terengganu,Hulu Terengganu,secondary,male,2018-01-01,3230
Terengganu,Hulu Terengganu,secondary,male,2019-01-01,3112
Terengganu,Hulu Terengganu,secondary,male,2020-01-01,3202
Terengganu,Hulu Terengganu,secondary,male,2021-01-01,3382
Terengganu,Hulu Terengganu,secondary,male,2022-01-01,3550
Terengganu,Hulu Terengganu,post_secondary,both,2018-01-01,429
Terengganu,Hulu Terengganu,post_secondary,both,2019-01-01,466
Terengganu,Hulu Terengganu,post_secondary,both,2020-01-01,236
Terengganu,Hulu Terengganu,post_secondary,both,2021-01-01,178
Terengganu,Hulu Terengganu,post_secondary,both,2022-01-01,210
Terengganu,Hulu Terengganu,post_secondary,female,2018-01-01,322
Terengganu,Hulu Terengganu,post_secondary,female,2019-01-01,337
Terengganu,Hulu Terengganu,post_secondary,female,2020-01-01,171
Terengganu,Hulu Terengganu,post_secondary,female,2021-01-01,132
Terengganu,Hulu Terengganu,post_secondary,female,2022-01-01,151
Terengganu,Hulu Terengganu,post_secondary,male,2018-01-01,107
Terengganu,Hulu Terengganu,post_secondary,male,2019-01-01,129
Terengganu,Hulu Terengganu,post_secondary,male,2020-01-01,65
Terengganu,Hulu Terengganu,post_secondary,male,2021-01-01,46
Terengganu,Hulu Terengganu,post_secondary,male,2022-01-01,59
Terengganu,Kemaman,primary,both,2017-01-01,22198
Terengganu,Kemaman,primary,both,2018-01-01,22549
Terengganu,Kemaman,primary,both,2019-01-01,23164
Terengganu,Kemaman,primary,both,2020-01-01,23553
Terengganu,Kemaman,primary,both,2021-01-01,24135
Terengganu,Kemaman,primary,both,2022-01-01,24303
Terengganu,Kemaman,primary,female,2017-01-01,10818
Terengganu,Kemaman,primary,female,2018-01-01,11004
Terengganu,Kemaman,primary,female,2019-01-01,11250
Terengganu,Kemaman,primary,female,2020-01-01,11450
Terengganu,Kemaman,primary,female,2021-01-01,11772
Terengganu,Kemaman,primary,female,2022-01-01,11869
Terengganu,Kemaman,primary,male,2017-01-01,11380
Terengganu,Kemaman,primary,male,2018-01-01,11545
Terengganu,Kemaman,primary,male,2019-01-01,11914
Terengganu,Kemaman,primary,male,2020-01-01,12103
Terengganu,Kemaman,primary,male,2021-01-01,12363
Terengganu,Kemaman,primary,male,2022-01-01,12434
Terengganu,Kemaman,secondary,both,2017-01-01,16376
Terengganu,Kemaman,secondary,both,2018-01-01,15085
Terengganu,Kemaman,secondary,both,2019-01-01,14995
Terengganu,Kemaman,secondary,both,2020-01-01,14923
Terengganu,Kemaman,secondary,both,2021-01-01,15355
Terengganu,Kemaman,secondary,both,2022-01-01,15585
Terengganu,Kemaman,secondary,female,2017-01-01,8315
Terengganu,Kemaman,secondary,female,2018-01-01,7545
Terengganu,Kemaman,secondary,female,2019-01-01,7619
Terengganu,Kemaman,secondary,female,2020-01-01,7596
Terengganu,Kemaman,secondary,female,2021-01-01,7750
Terengganu,Kemaman,secondary,female,2022-01-01,7910
Terengganu,Kemaman,secondary,male,2017-01-01,8061
Terengganu,Kemaman,secondary,male,2018-01-01,7540
Terengganu,Kemaman,secondary,male,2019-01-01,7376
Terengganu,Kemaman,secondary,male,2020-01-01,7327
Terengganu,Kemaman,secondary,male,2021-01-01,7605
Terengganu,Kemaman,secondary,male,2022-01-01,7675
Terengganu,Kemaman,post_secondary,both,2018-01-01,1013
Terengganu,Kemaman,post_secondary,both,2019-01-01,864
Terengganu,Kemaman,post_secondary,both,2020-01-01,437
Terengganu,Kemaman,post_secondary,both,2021-01-01,435
Terengganu,Kemaman,post_secondary,both,2022-01-01,594
Terengganu,Kemaman,post_secondary,female,2018-01-01,621
Terengganu,Kemaman,post_secondary,female,2019-01-01,535
Terengganu,Kemaman,post_secondary,female,2020-01-01,247
Terengganu,Kemaman,post_secondary,female,2021-01-01,286
Terengganu,Kemaman,post_secondary,female,2022-01-01,294
Terengganu,Kemaman,post_secondary,male,2018-01-01,392
Terengganu,Kemaman,post_secondary,male,2019-01-01,329
Terengganu,Kemaman,post_secondary,male,2020-01-01,190
Terengganu,Kemaman,post_secondary,male,2021-01-01,149
Terengganu,Kemaman,post_secondary,male,2022-01-01,300
Terengganu,Kuala Nerus,primary,both,2017-01-01,13591
Terengganu,Kuala Nerus,primary,both,2018-01-01,13806
Terengganu,Kuala Nerus,primary,both,2019-01-01,14054
Terengganu,Kuala Nerus,primary,both,2020-01-01,14276
Terengganu,Kuala Nerus,primary,both,2021-01-01,14775
Terengganu,Kuala Nerus,primary,both,2022-01-01,15041
Terengganu,Kuala Nerus,primary,female,2017-01-01,6742
Terengganu,Kuala Nerus,primary,female,2018-01-01,6759
Terengganu,Kuala Nerus,primary,female,2019-01-01,6891
Terengganu,Kuala Nerus,primary,female,2020-01-01,7008
Terengganu,Kuala Nerus,primary,female,2021-01-01,7311
Terengganu,Kuala Nerus,primary,female,2022-01-01,7361
Terengganu,Kuala Nerus,primary,male,2017-01-01,6849
Terengganu,Kuala Nerus,primary,male,2018-01-01,7047
Terengganu,Kuala Nerus,primary,male,2019-01-01,7163
Terengganu,Kuala Nerus,primary,male,2020-01-01,7268
Terengganu,Kuala Nerus,primary,male,2021-01-01,7464
Terengganu,Kuala Nerus,primary,male,2022-01-01,7680
Terengganu,Kuala Nerus,secondary,both,2017-01-01,12864
Terengganu,Kuala Nerus,secondary,both,2018-01-01,11683
Terengganu,Kuala Nerus,secondary,both,2019-01-01,11513
Terengganu,Kuala Nerus,secondary,both,2020-01-01,11516
Terengganu,Kuala Nerus,secondary,both,2021-01-01,11940
Terengganu,Kuala Nerus,secondary,both,2022-01-01,12133
Terengganu,Kuala Nerus,secondary,female,2017-01-01,6167
Terengganu,Kuala Nerus,secondary,female,2018-01-01,5647
Terengganu,Kuala Nerus,secondary,female,2019-01-01,5611
Terengganu,Kuala Nerus,secondary,female,2020-01-01,5602
Terengganu,Kuala Nerus,secondary,female,2021-01-01,5728
Terengganu,Kuala Nerus,secondary,female,2022-01-01,5833
Terengganu,Kuala Nerus,secondary,male,2017-01-01,6697
Terengganu,Kuala Nerus,secondary,male,2018-01-01,6036
Terengganu,Kuala Nerus,secondary,male,2019-01-01,5902
Terengganu,Kuala Nerus,secondary,male,2020-01-01,5914
Terengganu,Kuala Nerus,secondary,male,2021-01-01,6212
Terengganu,Kuala Nerus,secondary,male,2022-01-01,6300
Terengganu,Kuala Nerus,post_secondary,both,2018-01-01,879
Terengganu,Kuala Nerus,post_secondary,both,2019-01-01,770
Terengganu,Kuala Nerus,post_secondary,both,2020-01-01,506
Terengganu,Kuala Nerus,post_secondary,both,2021-01-01,413
Terengganu,Kuala Nerus,post_secondary,both,2022-01-01,482
Terengganu,Kuala Nerus,post_secondary,female,2018-01-01,410
Terengganu,Kuala Nerus,post_secondary,female,2019-01-01,373
Terengganu,Kuala Nerus,post_secondary,female,2020-01-01,219
Terengganu,Kuala Nerus,post_secondary,female,2021-01-01,181
Terengganu,Kuala Nerus,post_secondary,female,2022-01-01,176
Terengganu,Kuala Nerus,post_secondary,male,2018-01-01,469
Terengganu,Kuala Nerus,post_secondary,male,2019-01-01,397
Terengganu,Kuala Nerus,post_secondary,male,2020-01-01,287
Terengganu,Kuala Nerus,post_secondary,male,2021-01-01,232
Terengganu,Kuala Nerus,post_secondary,male,2022-01-01,306
Terengganu,Kuala Terengganu,primary,both,2017-01-01,25550
Terengganu,Kuala Terengganu,primary,both,2018-01-01,25854
Terengganu,Kuala Terengganu,primary,both,2019-01-01,26171
Terengganu,Kuala Terengganu,primary,both,2020-01-01,26760
Terengganu,Kuala Terengganu,primary,both,2021-01-01,27480
Terengganu,Kuala Terengganu,primary,both,2022-01-01,28017
Terengganu,Kuala Terengganu,primary,female,2017-01-01,12571
Terengganu,Kuala Terengganu,primary,female,2018-01-01,12777
Terengganu,Kuala Terengganu,primary,female,2019-01-01,12834
Terengganu,Kuala Terengganu,primary,female,2020-01-01,13167
Terengganu,Kuala Terengganu,primary,female,2021-01-01,13521
Terengganu,Kuala Terengganu,primary,female,2022-01-01,13750
Terengganu,Kuala Terengganu,primary,male,2017-01-01,12979
Terengganu,Kuala Terengganu,primary,male,2018-01-01,13077
Terengganu,Kuala Terengganu,primary,male,2019-01-01,13337
Terengganu,Kuala Terengganu,primary,male,2020-01-01,13593
Terengganu,Kuala Terengganu,primary,male,2021-01-01,13959
